"eventDate"|"decimalLatitude"|"decimalLongitude"|"countryCode"|"stateProvince"|"taxonID"
"2015-08-10"|-1.5617518156|29.4533410905|"RW"|"Amajyaruguru"|147661
"2015-08-10"|-1.4999095106|29.4416440593|"RW"|"Amajyaruguru"|147661
"2015-08-10"|-1.502188006|29.567345745|"RW"|"Amajyaruguru"|147661
"2015-08-10"|-1.5461487564|29.5248309592|"RW"|"Amajyaruguru"|147661
"2015-08-10"|-1.5629478979|29.5358260713|"RW"|"Amajyaruguru"|147661
"2018-09-08"|-1.529264149|29.4027860891|"RW"|"Amajyaruguru"|147661
"2022-06-23"|2.2282259367|16.2054366953|"CG"|"Sangha"|147662
"2022-06-25"|2.248510443|16.5324574569|"CG"|"Sangha"|147662
"2015-08-06"|-1.1001048192|29.7554620161|"UG"|"Kanungu"|147661
"2023-02-08"|-1.069660898|29.7267565956|"UG"|"Kisoro"|147661
"2009-02-19"|-1.4889024828|29.4012145393|"RW"|"Amajyaruguru"|147661
"2020-01-15"|-1.1888500674|29.6335916705|"UG"|"Kisoro"|147661
"2006-02-13"|-1.0556627776|29.7921597266|"UG"|"Kanungu"|147661
"2015-08-10"|-1.4712728939|29.5102969853|"RW"|"Amajyaruguru"|147661
"2018-01-09"|-1.1409330282|29.645673635|"UG"|"Kanungu"|147661
"2019-12-31"|-1.152263807|29.698520768|"UG"|"Kisoro"|147661
"2000-07-03"|-1.1486742636|29.7544290366|"UG"|"Kanungu"|147661
"2000-07-03"|-1.1845994083|29.647681958|"UG"|"Kanungu"|147661
"2000-07-03"|-1.0689107337|29.6150849362|"UG"|"Kanungu"|147661
"2018-07-27"|-1.156085342|29.629386858|"UG"|"Kisoro"|147661
"2006-11-19"|2.2969915807|16.4676977643|"CG"|"Sangha"|147662
"2019-12-23"|0.6023573388|15.3439340511|"CG"|"Sangha"|147662
"2017-02-13"|-1.0626481529|29.7813506549|"UG"|"Kanungu"|147661
"2007-08-20"|-1.2627745402|29.5758211056|"CD"|"Kivu"|147661
"2017-07-19"|-1.0155282105|29.604958197|"UG"|"Kabale"|147661
"2023-03-07"|-1.1146594081|29.6845183076|"UG"|"Kisoro"|147661
"2008-07-09"|-1.401196267|29.6840965133|"RW"|"Amajyaruguru"|147661
"2017-09-18"|0.4721999484|10.2799928294|"GA"|"Estuaire"|43580
"2017-09-17"|0.4444714064|10.2665977019|"GA"|"Estuaire"|43580
"2018-07-27"|-1.0644523007|29.7577642672|"UG"|"Kisoro"|147661
"2018-07-27"|-1.144612953|29.6111925952|"UG"|"Kisoro"|147661
"2018-07-27"|-1.1281957929|29.6800561124|"UG"|"Kisoro"|147661
"2018-07-27"|-1.0085864774|29.7947918426|"UG"|"Kisoro"|147661
"2018-07-27"|-1.0905016153|29.7719345104|"UG"|"Kisoro"|147661
"2022-01-26"|-1.600544545|12.9724224155|"GA"|"Haut-Ogoou̩"|147662
"2015-12-26"|-1.1931344963|29.6715286559|"UG"|"Kisoro"|147661
"2023-07-30"|-1.5753356575|29.4496402107|"RW"|"Amajyaruguru"|147661
"2022-08-05"|-1.5046762709|29.5677361553|"RW"|"Amajyaruguru"|147661
"2021-12-06"|-1.1662969752|29.6127534852|"UG"|"Kanungu"|147661
"2015-07-27"|-1.1781511928|29.6072597842|"UG"|"Kisoro"|147661
"2015-07-27"|-1.1107287742|29.7619148912|"UG"|"Kisoro"|147661
"2016-01-20"|-0.8358428354|29.7055526332|"UG"|"Kanungu"|147661
"2014-02-18"|-0.9715647989|29.6558227809|"UG"|"Kanungu"|147661
"2019-02-28"|-1.131107107|29.6363919305|"UG"|"Kanungu"|147661
"2011-03-04"|-1.0314732428|29.6629874739|"UG"|"Kisoro"|147661
"2020-02-12"|-0.9950611053|29.7100718718|"UG"|"Kanungu"|147661
"2018-08-03"|-1.0968947753|29.6179355627|"UG"|"Kabale"|147661
"2020-02-16"|-1.1529814615|29.7039112475|"UG"|"Kisoro"|147661
"2014-02-07"|-1.4389636193|29.4752204242|"RW"|"Amajyaruguru"|147661
"2017-05-30"|-0.9871823071|29.6844197573|"UG"|"Kanungu"|147661
"2020-02-23"|0.6285786703|15.3659701569|"CG"|"Sangha"|147662
"2008-12-19"|0.2016603594|12.6770104784|"GA"|"Ogoou̩-Lolo"|147662
"2021-06-12"|-1.0776666298|29.6801749723|"UG"|"Kabale"|147661
"2023-03-23"|0.6001437758|15.3768084382|"CG"|"Sangha"|147662
"2018-09-13"|-1.9813174384|9.5468631916|"GA"|"Ogoou̩-Maritime"|147662
"2014-02-02"|-0.8124454355|29.635185249|"UG"|"Kanungu"|147661
"2008-07-23"|-1.4218958626|29.5426228153|"RW"|"Amajyaruguru"|147661
"2013-08-17"|-1.3382873063|29.7230919797|"UG"|"Kisoro"|147661
"2013-08-17"|-1.2996078733|29.7197085054|"UG"|"Kisoro"|147661
"2013-08-17"|-1.3832196475|29.789392096|"UG"|"Kisoro"|147661
"2013-08-17"|-1.3605570706|29.7238076934|"UG"|"Kisoro"|147661
"2013-08-17"|-1.3172353067|29.720334454|"UG"|"Kisoro"|147661
"2013-08-17"|-1.3202782564|29.6200420097|"UG"|"Kisoro"|147661
"2013-08-17"|-1.3168164406|29.7891029779|"UG"|"Kisoro"|147661
"2013-08-17"|-1.2375769573|29.7635012|"UG"|"Kisoro"|147661
"2013-08-17"|-1.3949254504|29.653539603|"UG"|"Kisoro"|147661
"2013-08-17"|-1.314607618|29.71737756|"UG"|"Kisoro"|147661
"2013-08-17"|-1.3644269291|29.6092962763|"UG"|"Kisoro"|147661
"2014-02-07"|-1.4849644678|29.4803492176|"RW"|"Amajyaruguru"|147661
"2022-09-17"|-1.0526190502|29.77236182|"UG"|"Kisoro"|147661
"2012-09-17"|-1.1912767503|29.6436457119|"UG"|"Kanungu"|147661
"2023-03-22"|0.622331549|15.3555448574|"CG"|"Sangha"|147662
"2018-09-20"|2.9125546567|16.2975426674|"CF"|"Sangha-Mba̩r̩"|147662
"2018-09-20"|2.96710606|16.2081576212|"CF"|"Sangha-Mba̩r̩"|147662
"2018-09-20"|2.8941845871|16.2615978779|"CF"|"Sangha-Mba̩r̩"|147662
"2022-08-17"|-1.5411874954|29.4267093433|"CD"|"Kivu"|68790
"2012-09-04"|-1.0264246509|29.6429076907|"UG"|"Kanungu"|147661
"2012-09-04"|-1.1484914384|29.7649909365|"UG"|"Kanungu"|147661
"2012-09-04"|-1.0402164684|29.6435999447|"UG"|"Kanungu"|147661
"2012-09-04"|-1.1223280149|29.7467201883|"UG"|"Kanungu"|147661
"2012-09-04"|-1.1901315747|29.6583194473|"UG"|"Kanungu"|147661
"2012-09-04"|-1.0173302072|29.6571901502|"UG"|"Kanungu"|147661
"2012-09-04"|-1.0558742624|29.6449619634|"UG"|"Kanungu"|147661
"2012-09-04"|-1.107186344|29.7582827351|"UG"|"Kanungu"|147661
"2012-09-04"|-1.1726197137|29.6286032808|"UG"|"Kanungu"|147661
"2012-09-04"|-1.1413167285|29.7748135554|"UG"|"Kanungu"|147661
"2012-09-04"|-1.1823979711|29.6679693325|"UG"|"Kanungu"|147661
"2012-09-04"|-1.043712832|29.7012541889|"UG"|"Kanungu"|147661
"2012-09-04"|-1.1300108253|29.7334138491|"UG"|"Kanungu"|147661
"2022-07-20"|-0.8571444822|29.6325336115|"UG"|"Kanungu"|147661
"2014-05-27"|-1.4608738833|29.5212424478|"RW"|"Amajyaruguru"|147661
"2014-05-27"|-1.5664782551|29.4695696292|"RW"|"Amajyaruguru"|147661
"2014-05-27"|-1.5153357909|29.4873952055|"RW"|"Amajyaruguru"|147661
"2017-06-09"|-1.0668583039|29.6487716421|"UG"|"Kanungu"|147661
"2003-03-05"|-0.9133440588|29.6152999983|"UG"|"Kanungu"|147661
"2003-03-06"|-0.9771897506|29.7000927871|"UG"|"Kanungu"|147661
"2014-09-19"|-2.8682036144|10.2033610692|"GA"|"Nyanga"|147662
"2022-02-08"|-0.3176787003|11.6678046694|"GA"|"Ogoou̩-Ivindo"|147662
"2009-07-07"|-1.0823096393|29.6443831013|"UG"|"Kanungu"|147661
"2003-03-05"|-0.8212268982|29.718819186|"UG"|"Kanungu"|147661
"2003-03-06"|-0.9997632745|29.6514060825|"UG"|"Kanungu"|147661
"2019-03-15"|-2.057545433|9.5079731795|"GA"|"Ogoou̩-Maritime"|147662
"2014-01-01"|0.6911226636|15.4565556528|"CG"|"Sangha"|147662
"2011-08-08"|-1.4676645061|29.566934198|"RW"|"Amajyaruguru"|147661
"1990-01-01"|-2.3009203182|28.6528673632|"CD"|"Kivu"|147660
"2016-01-03"|-1.1963800253|29.6419182949|"UG"|"Kabale"|147661
"2018-11-11"|2.2225163862|16.2037561925|"CG"|"Sangha"|147662
"2018-11-13"|2.3657174303|16.5728002446|"CG"|"Sangha"|147662
"2018-11-14"|2.2794936835|16.5116862623|"CG"|"Sangha"|147662
"2023-03-07"|-1.1619268589|29.7277467574|"UG"|"Kisoro"|147661
"2022-07-19"|-1.1674531419|29.5027807809|"UG"|"Kisoro"|147661
"2018-01-19"|-0.0655838948|29.4378186486|"CD"|"Kivu"|147661
"2014-10-01"|-0.4065450672|9.2181146688|"GA"|"Ogoou̩-Maritime"|147662
"2018-12-28"|-1.4880460025|29.5814226691|"RW"|"Amajyaruguru"|147661
"2017-06-12"|-1.0568927625|29.7629678043|"UG"|"Kanungu"|147661
"2006-09-04"|-1.5225570722|29.5232184177|"RW"|"Amajyaruguru"|147661
"2020-02-22"|-1.0500837733|29.7434229321|"UG"|"Kisoro"|147661
"2019-06-20"|-0.9857580486|29.6259100264|"UG"|"Kanungu"|147661
"1996-02-27"|-1.2259204175|29.617860559|"UG"|"Kisoro"|147661
"2015-10-24"|-0.5069438338|9.3452336879|"GA"|"Ogoou̩-Maritime"|147662
"2015-07-28"|-0.961627957|29.6517146135|"UG"|"Kanungu"|147661
"2008-06-02"|-1.9397251458|28.1619603415|"CD"|"Kivu"|147660
"2010-02-27"|3.595324664|16.2629025106|"CF"|"Sangha-Mba̩r̩"|147662
"2008-06-16"|-1.5816477883|29.4430859651|"RW"|"Amajyaruguru"|147661
"1980-01-01"|-1.4267701928|29.5915330479|"RW"|"Amajyaruguru"|147661
"2019-02-21"|-1.4376084113|29.4619334841|"RW"|"Amajyaruguru"|147661
"2021-12-01"|-1.118965245|29.7079231294|"UG"|"Kisoro"|147661
"1998-01-22"|-1.5711657454|29.4386654289|"RW"|"Amajyaruguru"|147661
"2021-12-01"|-0.8601590145|29.7129907241|"UG"|"Kanungu"|147661
"2021-12-01"|-0.9208058739|29.7283820764|"UG"|"Kanungu"|147661
"2021-12-01"|-0.9229218105|29.676540741|"UG"|"Kanungu"|147661
"2021-12-01"|-0.8893724634|29.7304506029|"UG"|"Kanungu"|147661
"2021-12-01"|-0.9602350799|29.7513517256|"UG"|"Kanungu"|147661
"2019-09-05"|-1.5775341298|29.4937803728|"RW"|"Amajyaruguru"|147661
"2012-05-01"|-1.076623112|29.6617548529|"UG"|"Kanungu"|147661
